-0.196093,0.118809,-0.167918,0.358542,-0.167727,-0.368782,-0.170324,0.334655,0.182883,0.052596,0.049692,-0.127650,-0.174157,0.326774,-0.395283,-0.022447,-0.106827,0.055777,-0.195509,0.013315,0.144736,-0.112014,0.064281,0.231434,0.215052,0.085068,0.220391,0.032417,0.160257,0.128537,0.138796,-0.038617,0.149596,0.078803,0.136738,0.107137,0.055561,0.021385,0.189815,0.116066,0,0,0,0,1,0,0,0,0,0,0,1
-0.442505,-0.171253,-0.401692,0.270730,-0.471130,-0.606377,-0.475864,0.630958,0.878190,0.001080,0.102277,-0.124245,-0.250775,0.491554,-0.356955,-0.296716,-0.213127,0.100673,-0.176483,-0.010227,0.009795,0.116269,0.241003,0.251462,0.298347,0.173862,0.210293,0.618074,0.651698,0.185937,0.249946,0.068196,0.163686,0.166854,0.510421,0.191218,0.007381,0.135973,0.156222,0.458214,1,0,0,0,0,0,0,0,0,0,1,0
-0.384815,0.193303,-0.225685,0.396691,-0.321808,-0.504684,-0.318059,0.261488,0.511620,-0.051131,0.183082,-0.087942,-0.222205,0.401256,-0.212031,-0.350013,-0.068141,-0.048605,-0.146350,0.015867,0.198579,0.015114,0.059577,0.254665,0.400062,0.199685,0.234364,0.181178,0.234885,0.202537,0.088226,-0.167315,0.143238,0.078830,0.226484,-0.002376,0.105010,0.140355,0.178897,0.199870,0,0,0,0,1,0,0,0,0,0,0,1
-0.452003,-0.036096,-0.178816,0.549492,-0.178069,-0.576871,-0.302372,0.591697,0.661440,0.031766,-0.111781,-0.115779,-0.362567,0.617004,-0.610490,-0.235798,-0.029144,0.033159,-0.372868,0.249617,0.140342,0.096895,0.099509,-0.030855,0.282519,0.213381,0.325436,0.202207,0.095019,0.334181,0.162352,0.045717,0.075470,0.265487,0.252303,0.049577,0.084177,-0.033166,0.060709,0.147444,0,0,0,0,1,0,0,0,1,0,0,0
-0.662201,0.399712,-0.514567,0.951790,-0.980885,-0.551651,-0.253345,1.071949,0.907596,0.648782,0.279873,-0.368257,-0.710654,1.003350,-0.606592,-0.606203,-0.758814,0.615526,-0.229887,-0.030443,0.446188,0.180375,0.136243,0.481962,0.744326,0.730711,0.431267,-0.215768,0.653139,0.327400,0.291125,0.302913,0.876209,0.356417,0.596600,0.292248,0.162658,0.051813,-0.050630,0.302261,0,0,0,0,1,0,0,0,0,0,0,1
-0.201580,-0.022628,-0.436682,0.288637,0.031636,-0.379048,-0.053277,0.242915,0.387964,0.047300,0.183090,-0.186074,-0.183359,0.374550,-0.521398,-0.133301,-0.142151,0.126139,-0.175016,0.018040,0.076146,-0.008858,0.207343,0.274414,0.187678,0.015105,0.091333,0.169313,0.178266,0.005952,0.197150,0.130934,0.108086,0.158218,0.218170,-0.070404,0.105167,0.118401,0.220374,0.307767,0,0,0,0,1,0,0,0,0,0,0,1
-0.105318,-0.114868,-0.256017,0.235858,-0.069366,-0.258942,-0.087139,0.299326,0.240046,0.069950,0.181158,-0.146337,-0.015288,0.250938,-0.235443,-0.166383,-0.029514,-0.047982,-0.107503,0.102219,0.097281,0.023747,0.104150,0.193878,0.215640,0.135086,0.052799,0.199869,0.152744,0.075688,0.063726,0.005941,0.092813,0.107321,0.057684,0.101166,0.092761,0.003799,0.135644,0.141052,1,0,0,0,0,0,1,0,0,0,0,0
-0.215229,0.047543,-0.213967,0.278046,-0.003374,-0.326415,-0.124237,0.266394,0.251470,0.053000,0.156413,-0.188545,-0.054566,0.263114,-0.244665,-0.094128,-0.077895,-0.092168,-0.029853,0.084220,0.089092,0.017275,0.049771,0.136192,0.134102,0.144990,0.162327,0.195802,0.165486,0.109394,-0.039852,0.200637,0.087391,0.203529,0.061981,0.091970,0.116268,0.002087,0.097480,0.125801,1,0,0,0,0,0,0,1,0,0,0,0
-0.109834,-0.033829,-0.358269,0.339537,-0.127235,-0.410049,-0.287584,0.322132,0.504952,-0.010619,0.143477,-0.146693,-0.158436,0.429915,-0.430627,-0.117047,-0.115408,0.101839,-0.133274,0.128548,0.154253,-0.000701,0.148653,0.227580,0.133541,0.149714,0.254190,0.234018,0.166715,0.173535,0.196896,0.051618,0.122317,0.106639,0.186685,0.086997,0.079070,0.139435,0.188234,0.319440,1,0,0,0,0,0,0,0,0,0,0,1
-0.351625,0.073587,-0.213647,0.300843,-0.116672,-0.393484,-0.320857,0.330703,0.403596,0.254915,0.171213,-0.145440,-0.133257,0.302853,-0.290378,0.067624,-0.060754,0.033531,-0.249773,0.194837,0.198555,0.138483,0.028396,0.124876,0.221202,-0.013996,0.077963,0.085021,0.187114,0.207097,0.142899,-0.004935,0.155746,0.146697,0.281792,0.034405,-0.124668,0.124841,0.189267,0.281505,1,0,0,0,0,0,0,0,0,0,1,0
